ID_COTA;CODIGO_GRUPO;CODIGO_COTA;VERSAO;NUMERO_CONTRATO;CODIGO_PLANO_VENDA;NOME_PLANO_VENDA;SEGMENTO;VL_BEM_ADESAO;VL_BEM_ATUAL;CODIGO_BEM;DESCRICAO_BEM;DT_VENDA;DT_ADESAO;DT_CADASTRO;DT_PAGTO_PRIMEIRA_PARCELA;UF_CLIENTE;SITUACAO_GRUPO;DATA_CANCELAMENTO;CODIGO_REPRESENTANTE;CGC_CPF_REPRESENTANTE;Representante;CODIGO_EQUIPE;Equipe;CODIGO_FILIAL_VENDA;Filial;QTD_Parcela_Paga;COBRANCA_QT_PC_ATRASO;COBRANCA_QT_DIAS_ATRASO;COBRANCA_VALOR_COBRANCA;COBRANCA_VALOR_FUNDO_COMUM;COBRANCA_VALOR_TAXA_ADM;COBRANCA_VALOR_FUNDO_RESERVA;COBRANCA_VALOR_SEGURO_VIDA;COBRANCA_VALOR_MULTA;COBRANCA_DATA_SITUACAO;COBRANCA_CODIGO_SITUACAO;CONTEMPLACAO_DATA_CONTEMPLACAO;CONTEMPLACAO_PERCENTUAL_LANCE;CONTEMPLACAO_PARCELAS_LANCE;CONTEMPLACAO_MODALIDADE;CONTEMPLACAO_DESCRICAO_MODALIDADE;CONTEMPLACAO_LANCE_QUITACAO;CONTEMPLACAO_VALOR_LANCE;CONTEMPLACAO_VALOR_CREDITO;MOTIVO_CANCELAMENTO;DT_MTVO_CANCE;VALOR_FUNDO_COMUM_PAGO;VALOR_FUNDO_RESERVA_PAGO;VALOR_JUROS_PAGO;VALOR_TAXA_ADMINISTRACAO_PAGO;VALOR_SEGURO_PAGO;PERCENTUAL_TAXA_ADMINISTRACAO_TOTAL;PERCENTUAL_FUNDO_RESERVA_TOTAL;TIPO_REP;DT_CONTABILIZACAO_PARC1;Prazo_Cota
427928;903;40;0;22081088;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;01/04/2025;CE;ANDAMENTO;;003045;17278571000195;GFT PROMOTORA DE VENDAS LTDA -VENDAS;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;0;17;5;GFT - WHITE LABEL;02/04/2025 00:00;60
427930;903;49;0;22081089;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;01/04/2025;CE;ANDAMENTO;;003045;17278571000195;GFT PROMOTORA DE VENDAS LTDA -VENDAS;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;0;17;5;GFT - WHITE LABEL;02/04/2025 00:00;60
427978;903;70;0;22081137;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;31/03/2025;CE;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;110;17;5;GFT - WHITE LABEL;01/04/2025 00:00;60
427995;903;71;0;22081154;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;31/03/2025;CE;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;110;17;5;GFT - WHITE LABEL;01/04/2025 00:00;60
428001;903;81;0;22081160;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;31/03/2025;CE;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;12/08/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;110;17;5;GFT - WHITE LABEL;01/04/2025 00:00;60
428010;903;88;0;22081169;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;31/03/2025;CE;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;110;17;5;GFT - WHITE LABEL;01/04/2025 00:00;60
428012;903;90;0;22081171;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;31/03/2025;CE;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;10;;;;;;;;;28/03/2025 00:00;N00;;;;;;;;;;;2421,32;208,29;0;2453,72;110;17;5;GFT - WHITE LABEL;01/04/2025 00:00;60
431856;1046;1321;1;22084539;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;40000;40000;3550;CREDITO AUTO 40;17/04/2025;17/04/2025;17/04/2025;13/05/2025;RO;ANDAMENTO;31/10/2025;003095;49552580000119;CAPITAL PRIME CORRETORA CONSORCIOS LTDA;3095;CAPITAL PRIME - GFT;18;SANDRO;3;0;0;316,64;20,16;273,8;4,8;17,88;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;60,48;14,4;0;821,4;53,64;22;2;GFT - DISTRATO SUPORTE;14/05/2025 00:00;83
432441;610;2444;1;22085055;946;TAB IMOVEL L REDUZ ;IMOVEIS ;164666,88;164666,87;3380;CRÉDITO IMÓVEL 150;23/04/2025;23/04/2025;23/04/2025;30/04/2025;PE;ANDAMENTO;01/12/2025;003171;12345678909;GFT PROMOTORA DE VENDAS LTDA - vendas 51;3078;GFT FILIAL PROMOTORA - GFT;18;SANDRO;4;0;0;626,43;74,59;461,04;17,78;73,02;0;01/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;01/12/2025 00:00;285,04;67,96;0;1761,83;279;21;2;GFT FILIAL - VENDA;02/05/2025 00:00;186
432996;1046;1481;1;22085564;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;40000;40000;3550;CREDITO AUTO 40;25/04/2025;25/04/2025;25/04/2025;28/04/2025;RO;ANDAMENTO;29/08/2025;003095;49552580000119;CAPITAL PRIME CORRETORA CONSORCIOS LTDA;3095;CAPITAL PRIME - GFT;18;SANDRO;1;0;0;316,64;20,16;273,8;4,8;17,88;0;29/08/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;29/08/2025 00:00;20,16;4,8;0;273,8;17,88;22;2;GFT - DISTRATO SUPORTE;29/04/2025 00:00;83
433894;1046;1613;1;22086392;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;40000;40000;3550;CREDITO AUTO 40;30/04/2025;30/04/2025;30/04/2025;06/05/2025;RO;ANDAMENTO;30/09/2025;003095;49552580000119;CAPITAL PRIME CORRETORA CONSORCIOS LTDA;3095;CAPITAL PRIME - GFT;18;SANDRO;2;0;0;310,12;20,16;267,4;4,68;17,88;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;40,79;9,71;0;554;35,76;22;2;GFT - DISTRATO SUPORTE;07/05/2025 00:00;83
442590;1046;141;2;22094306;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;50000;50000;3555;CREDITO AUTO 50;17/06/2025;17/06/2025;17/06/2025;17/06/2025;PE;ANDAMENTO;30/09/2025;003389;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 3;3386;CAPITAL PRIME;18;SANDRO;1;0;0;406,5;30,25;341,7;12,2;22,35;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;30,25;12,2;0;341,7;22,35;22;2;GFT FILIAL - REPRES VENDA;18/06/2025 00:00;82
443573;1046;264;2;22095219;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;80000;80000;3570;CREDITO AUTO 80;23/06/2025;23/06/2025;23/06/2025;24/06/2025;RO;ANDAMENTO;31/10/2025;003337;59829479000116;BR SOLUCOES FINANCEIRAS LTDA;3337;BR SOLUCOES FINANCEIRAS LTDA;18;SANDRO;1;0;0;658;55,76;546,72;19,76;35,76;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;55,76;19,76;0;546,72;35,76;22;2;GFT - REPRESENTANTE;25/06/2025 00:00;81
444362;610;235;2;22095889;688;TAB IMOVEL RED WL FUNCIONARIO;IMOVEIS ;164666,88;164666,87;3380;CRÉDITO IMÓVEL 150;27/06/2025;27/06/2025;27/06/2025;27/06/2025;PA;ANDAMENTO;31/10/2025;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;1;0;0;579,9;212,68;283,15;17,15;66,92;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;212,68;17,15;0;283,15;66,92;16;2;GFT - WHITE LABEL;30/06/2025 00:00;184
444431;610;234;2;22095957;688;TAB IMOVEL RED WL FUNCIONARIO;IMOVEIS ;164666,88;164666,87;3380;CRÉDITO IMÓVEL 150;27/06/2025;27/06/2025;27/06/2025;27/06/2025;CE;ANDAMENTO;30/01/2026;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;4;0;0;607,03;222,63;296,4;17,95;70,05;0;30/01/2026 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/01/2026 00:00;850,72;68,6;0,51;1132,6;267,68;16;2;GFT - WHITE LABEL;30/06/2025 00:00;184
446910;1043;228;4;22098175;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;42640;42640;3438;CREDITO AUTO 41;09/07/2025;09/07/2025;09/07/2025;10/07/2025;PE;ANDAMENTO;30/12/2025;003387;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 1;3386;CAPITAL PRIME;18;SANDRO;3;0;0;392,37;57,22;304,22;12,02;18,91;0;30/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/12/2025 00:00;164,74;33,15;1,92;838,93;55,27;21;2;GFT FILIAL - REPRES VENDA;11/07/2025 00:00;74
447289;1047;253;0;22098550;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;60000;60000;3581;CREDITO AUTO 60;11/07/2025;11/07/2025;11/07/2025;14/07/2025;RO;ANDAMENTO;;003388;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 2;3386;CAPITAL PRIME;18;SANDRO;7;;;;;;;;;02/12/2025 00:00;N00;;;;;;;;;;;346,08;99,96;12,99;5754;321,86;22;2;GFT FILIAL - REPRES VENDA;15/07/2025 00:00;84
450141;1047;958;0;22100910;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;42000;42000;3572;CREDITO AUTO 42;24/07/2025;24/07/2025;24/07/2025;25/07/2025;RS;ANDAMENTO;;003444;12345678909;GFT PROMOTORA DE VENDAS LTDA**vendas 152;3044;GFT PROMOTORA - GFT;18;SANDRO;6;;;;;;;;;24/07/2025 00:00;N00;;;;;;;;;;;127,02;30,24;0;1725,09;112,62;22;2;GFT - VENDA;28/07/2025 00:00;83
454230;1026;797;6;22103604;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;40687;40687;1330;CRÉDITO AUTO 30;08/08/2025;08/08/2025;08/08/2025;12/08/2025;RO;ANDAMENTO;30/12/2025;003337;59829479000116;BR SOLUCOES FINANCEIRAS LTDA;3337;BR SOLUCOES FINANCEIRAS LTDA;18;SANDRO;2;0;0;589,92;236,19;317,36;18,92;17,45;0;30/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/12/2025 00:00;472,38;37,84;0;634,72;34,9;17;2;GFT - REPRESENTANTE;13/08/2025 00:00;43
454990;903;8;0;22104320;943;TAB 1 SERVIÇO - WL;SERVIÇOS;50000;50000;9068;SERVIÇOS 50;12/08/2025;12/08/2025;12/08/2025;12/08/2025;RO;ANDAMENTO;;003438;12345678909;GFT PROMOTORA DE VENDAS LTDA**vendas 146;3044;GFT PROMOTORA - GFT;18;SANDRO;6;;;;;;;;;26/11/2025 00:00;N00;18/09/2025;69,5;36;LL;Lance Livre;NÃO;34750;50000;;;30991,18;1631,71;5,88;6717,51;0;17;5;GFT - VENDA;13/08/2025 00:00;56
455112;610;565;0;22104427;946;TAB IMOVEL L REDUZ ;IMOVEIS ;208578,05;208578,04;3384;CRÉDITO IMÓVEL 190;13/08/2025;13/08/2025;13/08/2025;13/08/2025;PE;ANDAMENTO;;003287;12345678909;GFT PROMOTORA DE VENDAS LTDA***vendas 95;3044;GFT PROMOTORA - GFT;18;SANDRO;7;;;;;;;;;13/08/2025 00:00;N00;;;;;;;;;;;853,65;155,1;0;6402,42;630,87;21;2;GFT - VENDA;14/08/2025 00:00;183
457488;1038;1274;5;22106627;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;31780,38;31780,38;3250;CREDITO AUTO 29;26/08/2025;26/08/2025;26/08/2025;28/08/2025;BA;ANDAMENTO;30/12/2025;003388;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 2;3386;CAPITAL PRIME;18;SANDRO;1;0;0;326,73;54,79;247,89;10,07;13,98;0;30/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/12/2025 00:00;52,12;9,58;0;235,79;13,3;20;2;GFT FILIAL - REPRES VENDA;29/08/2025 00:00;63
457876;1026;822;8;22106974;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;119348,52;119348,52;1388;CRÉDITO AUTO 88;28/08/2025;28/08/2025;28/08/2025;29/08/2025;RO;ANDAMENTO;20/10/2025;003387;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 1;3386;CAPITAL PRIME;18;SANDRO;1;0;0;1770,42;731,49;930,92;56,81;51,2;0;20/10/2025 00:00;E00;;;;;;;;;SOLICITACAO CONSORCIADO;20/10/2025 09:06;731,49;56,81;0;930,92;51,2;17;2;GFT FILIAL - REPRES VENDA;01/09/2025 00:00;42
459682;1045;306;0;22108648;;;AUTOMOVEIS;81478,8;81478,8;3548;CREDITO AUTO 78;05/09/2025;05/09/2025;05/09/2025;05/09/2025;MS;ANDAMENTO;;003478;70182571000170;PORTAL NEGOCIOS E SOLUCOES CORRETORA DE ;3478;PORTAL;18;SANDRO;6;;;;;;;;;06/11/2025 00:00;N00;22/12/2025;60;1;LL;Lance Livre;NÃO;46800;78000;;;40418,26;845,25;4,49;9454,18;210,62;21;2;GFT FILIAL-REPRESENTANTE;08/09/2025 00:00;76
460130;1040;335;4;22109078;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;38561,63;38561,63;3303;CREDITO AUTO 35;08/09/2025;08/09/2025;08/09/2025;09/09/2025;PE;ANDAMENTO;30/12/2025;003474;32723944000183;A B ALVES INVESTIMENTOS EM CREDITOS;3474;A B ALVES;18;SANDRO;1;0;0;384,79;55,18;300,77;11,88;16,96;0;30/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/12/2025 00:00;52,47;11,29;0;285,99;16,13;20;2;GFT - REPRESENTANTE;10/09/2025 00:00;65
461186;800;155;0;22110072;935;TAB PESADOS RED - WL GFT;CAMINHOES / ONIBUS;135623,31;135623,31;3037;CARTA DE CRÉDITO 100-CAMINHÃO;12/09/2025;12/09/2025;12/09/2025;15/09/2025;SP;ANDAMENTO;;003700;38350846000124;FABIO ARIMA CORR DE SEGUROS LTDA - GFT;3700;GFT - FABIO ARIMA 5%;18;SANDRO;2;2;62;707,14;114,33;569,62;23,19;0;0;13/01/2026 00:00;NN2;;;;;;;;;;;228,66;46,38;0,24;1139,24;0;18;2;GFT FILIAL-REPRESENTANTE;16/09/2025 00:00;117
464796;610;9049;0;22113311;946;TAB IMOVEL L REDUZ ;IMOVEIS ;263467;263467;3389;CRÉDITO IMÓVEL 240;30/09/2025;30/09/2025;30/09/2025;01/10/2025;RO;ANDAMENTO;;003338;39339901000148;J.C.CONSORCIO LTDA;3338;J.C.CONSORCIO;18;SANDRO;3;0;0;103,86;0;0;0;0;103,86;03/02/2026 00:00;N00;;;;;;;;;;;467,17;85,65;0;3503,8;0;21;2;GFT FILIAL-REPRESENTANTE;02/10/2025 00:00;181
467366;1034;104;5;22115689;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;55505,33;55505,33;3198;CRÉDITO AUTO 49;14/10/2025;14/10/2025;14/10/2025;15/10/2025;RO;ANDAMENTO;30/01/2026;003387;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 1;3386;CAPITAL PRIME;18;SANDRO;1;0;0;1416,91;498,16;854,78;23,15;40,82;0;30/01/2026 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/01/2026 00:00;498,16;23,15;0;854,78;40,82;17;2;GFT FILIAL - REPRES VENDA;16/10/2025 00:00;48
467862;313;794;0;22116152;944;TAB 1 MOTO - WL;MOTOCICLETAS;17000;17000;9087;CARTA DE CRÉDITO - MOTO 17;16/10/2025;16/10/2025;16/10/2025;16/10/2025;BA;ANDAMENTO;;003112;12345678909;GFT PROMOTORA DE VENDAS LTDA 25;3044;GFT PROMOTORA - GFT;18;SANDRO;4;;;;;;;;;17/12/2025 00:00;N00;;;;;;;;;;;105,01;16,6;0,09;931,63;68,68;25;2;GFT - VENDA;17/10/2025 00:00;82
469243;800;163;0;22117464;935;TAB PESADOS RED - WL GFT;CAMINHOES / ONIBUS;230559,64;230559,64;3019;CARTA DE CRÉDITO 170-CAMINHÃO;23/10/2025;23/10/2025;23/10/2025;23/10/2025;AM;ANDAMENTO;;003970;30866485000161;PAMELA MATIAS DA SILVA;3970;PAMELA - GFT ;18;SANDRO;4;;;;;;;;;16/01/2026 00:00;N00;;;;;;;;;;;817,1;158,64;1,21;3873,46;0;18;2;GFT - REPRESENTANTE;24/10/2025 00:00;116
469391;1039;32;0;22117611;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;35141,92;35141,92;3274;CREDITO AUTO 32;24/10/2025;24/10/2025;24/10/2025;24/10/2025;PE;ANDAMENTO;;003094;01003229000142;INFINITE CORRETORA DE CREDITO LTDA;3094;INFINITE CREDITO - GFT;18;SANDRO;3;;;;;;;;;24/10/2025 00:00;N00;18/12/2025;0;0;SO;Sorteio;NÃO;0;35141,92;;;197,88;34,05;0;822,31;46,38;20;2;GFT FILIAL-REPRESENTANTE;27/10/2025 00:00;62
470797;1043;1;0;22118950;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;75920;75920;3470;CREDITO AUTO 73;31/10/2025;31/10/2025;31/10/2025;10/11/2025;BA;ANDAMENTO;;003094;01003229000142;INFINITE CORRETORA DE CREDITO LTDA;3094;INFINITE CREDITO - GFT;18;SANDRO;1;2;62;711,55;137,34;518,84;21,71;33,66;0;13/01/2026 00:00;NN2;;;;;;;;;;;137,34;21,71;0;518,84;33,66;21;2;GFT FILIAL-REPRESENTANTE;11/11/2025 00:00;70
473737;608;230;0;22121771;780;IMOVEL LINEAR - RED ;IMOVEIS ;116606,29;116606,29;3065;CARTA DE CREDITO 85 - IMOVEL;14/11/2025;14/11/2025;14/11/2025;14/11/2025;AM;ANDAMENTO;;004002;30679749000178;D C BARROS LTDA;402;D C BARROS;18;SANDRO;3;;;;;;;;;14/11/2025 00:00;N00;;;;;;;;;;;463,5;49,32;0;1014,46;153,84;20;2;GFT - REPRESENTANTE;17/11/2025 00:00;142
474086;1047;487;0;22122100;965;TAB AUTOS 71 A 84M ;AUTOMOVEIS;80000;80000;3591;CREDITO AUTO 80;17/11/2025;17/11/2025;17/11/2025;17/11/2025;AM;ANDAMENTO;;003970;30866485000161;PAMELA MATIAS DA SILVA;3970;PAMELA - GFT ;18;SANDRO;1;1;29;1306,33;129,28;1096;20,24;60,81;0;13/01/2026 00:00;NN1;;;;;;;;;;;129,28;20,24;0;1096;60,81;21;2;GFT - REPRESENTANTE;18/11/2025 00:00;79
475094;1046;2180;0;22123062;969;TAB AUTOS 71 A 84M RED ;AUTOMOVEIS;80000;80000;3570;CREDITO AUTO 80;21/11/2025;21/11/2025;21/11/2025;21/11/2025;AM;ANDAMENTO;;003970;30866485000161;PAMELA MATIAS DA SILVA;3970;PAMELA - GFT ;18;SANDRO;3;;;;;;;;;14/01/2026 00:00;N00;;;;;;;;;;;245,55;62,41;6,5;1640,38;106,41;21;2;GFT - REPRESENTANTE;24/11/2025 00:00;77
443569;1046;158;2;22095215;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;60000;60000;3560;CREDITO AUTO 60;23/06/2025;23/06/2025;23/06/2025;24/06/2025;RO;ANDAMENTO;31/10/2025;003337;59829479000116;BR SOLUCOES FINANCEIRAS LTDA;3337;BR SOLUCOES FINANCEIRAS LTDA;18;SANDRO;1;0;0;493,5;41,82;410,04;14,82;26,82;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;41,82;14,82;0;410,04;26,82;22;2;GFT - REPRESENTANTE;25/06/2025 00:00;81
443798;1040;249;5;22095403;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;42968,67;42968,67;3307;CREDITO AUTO 39;24/06/2025;24/06/2025;24/06/2025;24/06/2025;CE;ANDAMENTO;31/10/2025;003163;12345678909;GFT PROMOTORA DE VENDAS LTDA - vendas 43;3078;GFT FILIAL PROMOTORA - GFT;18;SANDRO;1;0;0;396,07;47,19;318,69;12,22;17,97;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;47,19;12,22;0;318,68;17,97;20;2;GFT FILIAL - VENDA;25/06/2025 00:00;67
445562;1041;118;0;22096959;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;73551,2;73551,2;3366;CREDITO AUTO 67;03/07/2025;03/07/2025;03/07/2025;03/07/2025;SP;ANDAMENTO;;003461;59374764000190;PRIME CREDITO CSC LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;8;;;;;;;;;03/07/2025 00:00;N00;17/07/2025;64;56;LL;Lance Livre;NÃO;44968,25;70262,9;;;41177,62;831,06;0;8428,55;431,25;20;2;GFT - REPRESENTANTE;04/07/2025 00:00;68
446583;313;160;1;22097905;944;TAB 1 MOTO - WL;MOTOCICLETAS;30000;30000;9100;CARTA DE CRÉDITO - MOTO 30;08/07/2025;08/07/2025;08/07/2025;09/07/2025;RO;ANDAMENTO;01/12/2025;003388;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 2;3386;CAPITAL PRIME;18;SANDRO;1;0;0;476,69;35,43;411;7,14;23,12;0;01/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;01/12/2025 00:00;35,43;7,14;0;411;23,12;25;2;GFT FILIAL - REPRES VENDA;10/07/2025 00:00;84
447131;903;38;3;22098394;943;TAB 1 SERVIÇO - WL;SERVIÇOS;30000;30000;9064;SERVIÇOS 30;10/07/2025;10/07/2025;10/07/2025;11/07/2025;CE;ANDAMENTO;31/10/2025;003457;55098945000180;LIFEBANK INSTITUICAO DE PAGTOS - VENDA 6;3208;LIFEBANK - GFT;18;SANDRO;1;0;0;655,28;153,78;462;26,31;13,19;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;153,78;26,31;0;462;13,19;17;5;GFT - REPRESENTANTE VENDA;14/07/2025 00:00;57
450663;1043;88;3;22101377;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;54080;54080;3449;CREDITO AUTO 52;28/07/2025;28/07/2025;28/07/2025;29/07/2025;PE;ANDAMENTO;23/12/2025;003474;32723944000183;A B ALVES INVESTIMENTOS EM CREDITOS;3474;A B ALVES;18;SANDRO;1;0;0;487;78,63;369,57;14,82;23,98;0;23/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;23/12/2025 00:00;75,61;14,25;0;355,37;23,06;21;2;GFT - REPRESENTANTE;30/07/2025 00:00;73
451166;312;882;2;22101819;944;TAB 1 MOTO - WL;MOTOCICLETAS;25000;25000;9079;CARTA DE CRÉDITO - MOTO 25;30/07/2025;30/07/2025;30/07/2025;31/07/2025;PE;ANDAMENTO;28/11/2025;003387;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 1;3386;CAPITAL PRIME;18;SANDRO;1;0;0;412,83;43,3;342,5;6,18;20,85;0;28/11/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;28/11/2025 00:00;43,3;6,17;0;342,5;20,85;25;2;GFT FILIAL - REPRES VENDA;01/08/2025 00:00;81
452626;903;2;0;22102194;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;31/07/2025;31/07/2025;31/07/2025;01/08/2025;BA;ANDAMENTO;;003387;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 1;3386;CAPITAL PRIME;18;SANDRO;4;2;62;555,63;137,32;384,99;22,32;11;0;13/01/2026 00:00;SC2;;;;;;;;;;;549,29;89,28;0;1539,96;44;17;5;GFT FILIAL - REPRES VENDA;04/08/2025 00:00;56
455983;1032;45;0;22105244;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;34199,39;34199,39;3151;CRÉDITO AUTO 30;18/08/2025;18/08/2025;18/08/2025;19/08/2025;RO;ANDAMENTO;;003388;49552580000119;CAPITAL PRIME CORRETORA - VENDAS 2;3386;CAPITAL PRIME;18;SANDRO;3;2;62;454,91;158,92;266,75;14,57;14,67;0;13/01/2026 00:00;NN2;;;;;;;;;;;476,77;43,72;0,44;800,27;44,01;17;2;GFT FILIAL - REPRES VENDA;20/08/2025 00:00;47
459125;1034;94;4;22108122;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;56638,09;56638,09;3199;CRÉDITO AUTO 50;03/09/2025;03/09/2025;03/09/2025;04/09/2025;PE;ANDAMENTO;30/12/2025;003474;32723944000183;A B ALVES INVESTIMENTOS EM CREDITOS;3474;A B ALVES;18;SANDRO;1;0;0;723,63;234,43;441,79;23,11;24,3;0;30/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/12/2025 00:00;234,43;23,11;0;441,78;24,3;17;2;GFT - REPRESENTANTE;05/09/2025 00:00;49
460662;1033;28;6;22109570;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;50059,58;50059,58;3174;CRÉDITO AUTO 44;10/09/2025;10/09/2025;10/09/2025;12/09/2025;PE;ANDAMENTO;24/11/2025;003094;01003229000142;INFINITE CORRETORA DE CREDITO LTDA;3094;INFINITE CREDITO - GFT;18;SANDRO;1;0;0;652,47;219,66;390,46;20,87;21,48;0;24/11/2025 00:00;E00;;;;;;;;;SOLICITACAO CONSORCIADO;24/11/2025 10:35;197,68;20,87;0;412,44;21,48;17;2;GFT FILIAL-REPRESENTANTE;15/09/2025 00:00;48
